subject	tr	task	roi	beta	tval	zval
sub-15	0750	UA	V1 R	0.3960847653956816	1.4483605412431206	1.445325703637798
sub-15	1000	AA	hMT+ L	0.5797621823874376	4.679808470476108	4.563394467790714
sub-15	1000	AA	hMT+ R	1.4654188401730959	7.2220455116278455	6.954475962899361
sub-15	1000	AA	V1 L	0.10652897558153007	0.4070115298848782	0.40659649786517416
sub-15	1000	AA	V1 R	0.5089910344658101	1.8040825615286085	1.797173755325523
sub-15	1000	UA	hMT+ L	0.5055455848275157	4.305743095258047	4.17779141562032
sub-15	1000	UA	hMT+ R	1.1707074157623403	5.927098928646384	5.71919430436893
sub-15	1000	UA	V1 L	0.4428084374084183	1.0052870781167254	1.003619814124658
sub-15	1000	UA	V1 R	0.3434634615829089	1.5573066717030704	1.5524973747071575
sub-15	2500	AA	hMT+ L	1.0459922005232765	2.25970104069702	2.2233330906655784
sub-15	2500	AA	hMT+ R	1.9186692435139427	3.048710582296943	2.959375766624576
sub-15	2500	AA	V1 L	1.5137955136996704	1.7025414293132455	1.6794996903102875
sub-15	2500	AA	V1 R	0.9934124514839171	1.7507070860140599	1.7332522854862247
sub-15	2500	UA	hMT+ L	0.037898672038978225	-0.0270508075939541	-0.02650162259556174
sub-15	2500	UA	hMT+ R	1.1456501998500372	2.048503793703781	2.0220305099032116
sub-15	2500	UA	V1 L	0.36043126860145697	0.45365345173239996	0.4517424573967573
sub-15	2500	UA	V1 R	0.22923226638179467	0.3850304795599829	0.3836221834512221
sub-16	0500	AA	hMT+ L	0.623468699965601	4.695920276502233	4.654791947243947
